DATE_ID,erbs,EUtranCellFDD,DCVECTOR_INDEX,pmTaInit2Distr,Distance,NE,Sector
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,8,58779,4.45 - 5.70 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,9,42,5.7 - 7.18 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,10,0,7.18 - 8.74 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,11,0,8.74 - 10.5 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,12,1,10.5 - 12.5 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,13,0,12.5 - 14.6 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,14,0,14.6 - 16.9 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,15,0,16.9 - 19.4 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,16,0,19.4 - 22 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,17,0,22 - 24.8 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,18,0,24.8 - 27.9 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,19,0,27.9 - 31.1 km,RL,2
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,0,401,0 - <0.08 km,SL,3
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,1,2511,0.08 - 0.23 km,SL,3
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,2,11011,0.23 - 0.63 km,SL,3
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,3,324,0.63 - 1.01 km,SL,3
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,4,370,1.01 - 1.64 km,SL,3
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,5,762,1.64 - 2.42 km,SL,3
4/4/2026 0:00,E_KGS001MM1_TETEHOSII,KGS001SL1_TETEHOSIISL31,6,579,2.42 - 3.36 km,SL,3
