Site_ID,site,Cell_Name,ci,band
GST700,GST700MM1-TETEHOSI-2,GST700MT3,32,3500
GST817,GST817MM1-REP-BAWOMATALUO_HUB,GST817MT1,12,3500
GST817,GST817MM1-REP-BAWOMATALUO_HUB,GST817MT2,22,3500
GST817,GST817MM1-REP-BAWOMATALUO_HUB,GST817MT3,32,3500
GST819,GST819MM1-REP-SIHAREO-HUB,GST819MT1,12,3500
GST819,GST819MM1-REP-SIHAREO-HUB,GST819MT2,22,3500
GST819,GST819MM1-REP-SIHAREO-HUB,GST819MT3,32,3500
GST821,GST821MM1-REP-SIILIMAEWALI,GST821MT1,12,3500
GST821,GST821MM1-REP-SIILIMAEWALI,GST821MT2,22,3500
GST821,GST821MM1-REP-SIILIMAEWALI,GST821MT3,32,3500
GST822,E-GST822MM1-REP-LAOWI-TETEMAWO,GST822MT1,12,3500
GST822,E-GST822MM1-REP-LAOWI-TETEMAWO,GST822MT2,22,3500
GST822,E-GST822MM1-REP-LAOWI-TETEMAWO,GST822MT3,32,3500
GST833,GST833MM1-HILIMBOSI,GST833MT1,12,3500
GST833,GST833MM1-HILIMBOSI,GST833MT2,22,3500
GST833,GST833MM1-HILIMBOSI,GST833MT3,32,3500
GST862,GST862MM1-HILISIMAETANO,GST862MT1,12,3500
GST862,GST862MM1-HILISIMAETANO,GST862MT2,22,3500
GST862,GST862MM1-HILISIMAETANO,GST862MT3,32,3500
GST877,E-GST877MM1-TUHEMBUASI,GST877MT1,12,3500
GST877,E-GST877MM1-TUHEMBUASI,GST877MT2,22,3500
GST877,E-GST877MM1-TUHEMBUASI,GST877MT3,32,3500
JHO019,JHO019MM1-LAMPANAH,JHO019MT1,12,3500
JHO019,JHO019MM1-LAMPANAH,JHO019MT2,22,3500
JHO019,JHO019MM1-LAMPANAH,JHO019MT3,32,3500
JHO087,JHO087MM1-LHONG-BARU,JHO087MT1,12,3500
JHO087,JHO087MM1-LHONG-BARU,JHO087MT2,22,3500
JHO087,JHO087MM1-LHONG-BARU,JHO087MT3,32,3500
KBJ036,E_KBJ036MM1_PLTA-WAMPU,KBJ036MT1,12,3500
KBJ036,E_KBJ036MM1_PLTA-WAMPU,KBJ036MT2,22,3500
KBJ036,E_KBJ036MM1_PLTA-WAMPU,KBJ036MT3,32,3500
KBJ100,KBJ100MM1-PERTIBI-LAMA,KBJ100MT1,12,3500
KBJ100,KBJ100MM1-PERTIBI-LAMA,KBJ100MT2,22,3500
KBJ100,KBJ100MM1-PERTIBI-LAMA,KBJ100MT3,32,3500
KBJ123,KBJ123MM1-KUTAGUGUNG,KBJ123MT1,12,3500
KBJ123,KBJ123MM1-KUTAGUGUNG,KBJ123MT2,22,3500
KBJ123,KBJ123MM1-KUTAGUGUNG,KBJ123MT3,32,3500
KIS019,KIS019MM1-GONTING-MALAHA,KIS019MT1,12,3500
KIS019,KIS019MM1-GONTING-MALAHA,KIS019MT2,22,3500
KIS019,KIS019MM1-GONTING-MALAHA,KIS019MT3,32,3500
KIS433,KIS433MM1-KANDANGAN,KIS433MT1,12,3500
KIS433,KIS433MM1-KANDANGAN,KIS433MT2,22,3500
KIS433,KIS433MM1-KANDANGAN,KIS433MT3,32,3500
KIS457,KIS457MM1-BAGAN-BARU,KIS457MT1,12,3500
KIS457,KIS457MM1-BAGAN-BARU,KIS457MT2,22,3500
KIS457,KIS457MM1-BAGAN-BARU,KIS457MT3,32,3500
KIS582,KIS582MM1-PULAU-MANDI,KIS582MT1,12,3500
KIS582,KIS582MM1-PULAU-MANDI,KIS582MT2,22,3500
KIS582,KIS582MM1-PULAU-MANDI,KIS582MT3,32,3500
KIS927,KIS927MM1-BANGUN-SARI,KIS927MT1,12,3500
KIS927,KIS927MM1-BANGUN-SARI,KIS927MT2,22,3500
KIS927,KIS927MM1-BANGUN-SARI,KIS927MT3,32,3500
KRB104,KRB104MM1-DUSUN-SIDOMULYO,KRB104MT1,12,3500
KRB104,KRB104MM1-DUSUN-SIDOMULYO,KRB104MT2,22,3500
KRB104,KRB104MM1-DUSUN-SIDOMULYO,KRB104MT3,32,3500
KRB156,KRB156MM1-SEKRAK-KANAN,KRB156MT1,12,3500
KRB156,KRB156MM1-SEKRAK-KANAN,KRB156MT2,22,3500
KRB156,KRB156MM1-SEKRAK-KANAN,KRB156MT3,32,3500
KRB166,KRB166MM1-DESA-SELAMAT,KRB166MT1,12,3500
KRB166,KRB166MM1-DESA-SELAMAT,KRB166MT2,22,3500
KRB166,KRB166MM1-DESA-SELAMAT,KRB166MT3,32,3500
KRB177,KRB177MM1-BO-TENGGULUN,KRB177MT1,12,3500
KRB177,KRB177MM1-BO-TENGGULUN,KRB177MT2,22,3500
KRB177,KRB177MM1-BO-TENGGULUN,KRB177MT3,32,3500
KRB728,KRB728MM1-SUNTING,KRB728MT1,12,3500
KRB728,KRB728MM1-SUNTING,KRB728MT2,22,3500
KRB728,KRB728MM1-SUNTING,KRB728MT3,32,3500
KRB732,E_KRB732MM1_RIMBOSAWANG,KRB732MT1_RIMBOSAWANGMT01,12,3500
KRB732,E_KRB732MM1_RIMBOSAWANG,KRB732MT1_RIMBOSAWANGMT02,22,3500
KRB732,E_KRB732MM1_RIMBOSAWANG,KRB732MT1_RIMBOSAWANGMT03,32,3500
KRB733,KRB733MM1-ALUR-SELEBUH,KRB733MT1,12,3500
KRB733,KRB733MM1-ALUR-SELEBUH,KRB733MT2,22,3500
KRB733,KRB733MM1-ALUR-SELEBUH,KRB733MT3,32,3500
KTN005,KTN005MM1-LAWE-SUMUR,KTN005MT1,12,3500
KTN005,KTN005MM1-LAWE-SUMUR,KTN005MT2,22,3500
KTN005,KTN005MM1-LAWE-SUMUR,KTN005MT3,32,3500
KTN038,KTN038MM1-LAWE-SUMUR,KTN038MT1,12,3500
KTN038,KTN038MM1-LAWE-SUMUR,KTN038MT2,22,3500
KTN038,KTN038MM1-LAWE-SUMUR,KTN038MT3,32,3500
LBP350,LBP350MM1-BANDAR-MARUHUR,LBP350MT1,12,3500
LBP350,LBP350MM1-BANDAR-MARUHUR,LBP350MT2,22,3500
LBP350,LBP350MM1-BANDAR-MARUHUR,LBP350MT3,32,3500
LGS032,LGS032MM1-LHOK-DALAM,LGS032MT1,12,3500
LGS032,LGS032MM1-LHOK-DALAM,LGS032MT2,22,3500
LGS032,LGS032MM1-LHOK-DALAM,LGS032MT3,32,3500
LGS042,LGS042MM1-ALUE-SENTANG,LGS042MT1,12,3500
LGS042,LGS042MM1-ALUE-SENTANG,LGS042MT2,22,3500
LGS042,LGS042MM1-ALUE-SENTANG,LGS042MT3,32,3500
LGS062,LGS062MM1-REP-LOKOP,LGS062MT1,12,3500
LGS062,LGS062MM1-REP-LOKOP,LGS062MT2,22,3500
LGS062,LGS062MM1-REP-LOKOP,LGS062MT3,32,3500
LGS068,LGS068MM1-PADANG-KASAH,LGS068MT1,12,3500
LGS068,LGS068MM1-PADANG-KASAH,LGS068MT2,22,3500
LGS068,LGS068MM1-PADANG-KASAH,LGS068MT3,32,3500
LGS093,LGS093MM1-JAMBO-LABU,LGS093MT1,12,3500
LGS093,LGS093MM1-JAMBO-LABU,LGS093MT2,22,3500
LGS093,LGS093MM1-JAMBO-LABU,LGS093MT3,32,3500
LGS118,LGS118MM1-SEUNEUBOK-PIDIE,LGS118MT1,12,3500
LGS118,LGS118MM1-SEUNEUBOK-PIDIE,LGS118MT2,22,3500
LGS118,LGS118MM1-SEUNEUBOK-PIDIE,LGS118MT3,32,3500
LGS140,LGS140MM1-ALUE-INCIN,LGS140MT1,12,3500
LGS140,LGS140MM1-ALUE-INCIN,LGS140MT2,22,3500
LGS140,LGS140MM1-ALUE-INCIN,LGS140MT3,32,3500
LGS178,LGS178MM1-BO-BEURANDANG,LGS178MT1,12,3500
LGS178,LGS178MM1-BO-BEURANDANG,LGS178MT2,22,3500
LGS178,LGS178MM1-BO-BEURANDANG,LGS178MT3,32,3500
LHK084,LHK084MM1-RANTO,LHK084MT1,12,3500
LHK084,LHK084MM1-RANTO,LHK084MT2,22,3500
LHK084,LHK084MM1-RANTO,LHK084MT3,32,3500
LHK207,LHK207MM1-LANGKAHAN-2,LHK207MT1,12,3500
LHK207,LHK207MM1-LANGKAHAN-2,LHK207MT2,22,3500
LHK207,LHK207MM1-LANGKAHAN-2,LHK207MT3,32,3500
LHK255,LHK255MM1-BLOK-A-SEUREUKE,LHK255MT1,12,3500
LHK255,LHK255MM1-BLOK-A-SEUREUKE,LHK255MT2,22,3500
LHK255,LHK255MM1-BLOK-A-SEUREUKE,LHK255MT3,32,3500
MAK082,MAK082MM1-BUKIT-JAYA,MAK082MT1,12,3500
MAK082,MAK082MM1-BUKIT-JAYA,MAK082MT2,22,3500
MAK082,MAK082MM1-BUKIT-JAYA,MAK082MT3,32,3500
MBO047,MBO047MM1-TUNGKOP,MBO047MT1,12,3500
MBO047,MBO047MM1-TUNGKOP,MBO047MT2,22,3500
MBO047,MBO047MM1-TUNGKOP,MBO047MT3,32,3500
PMR009,PMR009MM1-DESA-DOLOK-HULUAN,PMR009MT1,12,3500
PMR009,PMR009MM1-DESA-DOLOK-HULUAN,PMR009MT2,22,3500
PMR009,PMR009MM1-DESA-DOLOK-HULUAN,PMR009MT3,32,3500
PMR308,PMR308MM1-HUTA-LIHAS,PMR308MT1,12,3500
PMR308,PMR308MM1-HUTA-LIHAS,PMR308MT2,22,3500
PMR308,PMR308MM1-HUTA-LIHAS,PMR308MT3,32,3500
PMR312,PMR312MM1-DESA-DURIAN-BAGGAL,PMR312MT1,12,3500
PMR312,PMR312MM1-DESA-DURIAN-BAGGAL,PMR312MT2,22,3500
PMR312,PMR312MM1-DESA-DURIAN-BAGGAL,PMR312MT3,32,3500
PMR370,PMR370MM1-BAH-SULUNG-EXS-A-YANI,PMR370MT1,12,3500
PMR370,PMR370MM1-BAH-SULUNG-EXS-A-YANI,PMR370MT2,22,3500
PMR370,PMR370MM1-BAH-SULUNG-EXS-A-YANI,PMR370MT3,32,3500
PMR612,PMR612MM1-SILOU-DUNIA-2,PMR612MT1,12,3500
PMR612,PMR612MM1-SILOU-DUNIA-2,PMR612MT2,22,3500
PMR612,PMR612MM1-SILOU-DUNIA-2,PMR612MT3,32,3500
PMR670,PMR670MM1-SARIBUJANDI,PMR670MT1,12,3500
PMR670,PMR670MM1-SARIBUJANDI,PMR670MT2,22,3500
PMR670,PMR670MM1-SARIBUJANDI,PMR670MT3,32,3500
PMR709,PMR709MM1-MERIAH-DOLOK,PMR709MT1,12,3500
PMR709,PMR709MM1-MERIAH-DOLOK,PMR709MT2,22,3500
PMR709,PMR709MM1-MERIAH-DOLOK,PMR709MT3,32,3500
PMR741,PMR741MM1-SMP-NEGRI-1-PURBA,PMR741MT1,12,3500
PMR741,PMR741MM1-SMP-NEGRI-1-PURBA,PMR741MT2,22,3500
PMR741,PMR741MM1-SMP-NEGRI-1-PURBA,PMR741MT3,32,3500
PMR936,PMR936MM1-BO-TELADAN,PMR936MT1,12,3500
PMR936,PMR936MM1-BO-TELADAN,PMR936MT2,22,3500
PMR936,PMR936MM1-BO-TELADAN,PMR936MT3,32,3500
PSP020,PSP020MM1-RANIATE,PSP020MT1,12,3500
PSP020,PSP020MM1-RANIATE,PSP020MT2,22,3500
PSP020,PSP020MM1-RANIATE,PSP020MT3,32,3500
PSP076,PSP076MM1-SIDONGDONG,PSP076MT1,12,3500
PSP076,PSP076MM1-SIDONGDONG,PSP076MT2,22,3500
PSP076,PSP076MM1-SIDONGDONG,PSP076MT3,32,3500
PSP077,PSP077MM1-PAMUTARAN,PSP077MT1,12,3500
PSP077,PSP077MM1-PAMUTARAN,PSP077MT2,22,3500
PSP077,PSP077MM1-PAMUTARAN,PSP077MT3,32,3500
PSP083,PSP083MM1-SIBORNA-BUNUT,PSP083MT1,12,3500
PSP083,PSP083MM1-SIBORNA-BUNUT,PSP083MT2,22,3500
PSP083,PSP083MM1-SIBORNA-BUNUT,PSP083MT3,32,3500
PSP085,PSP085MM1-SIPAGABU,PSP085MT1,12,3500
PSP085,PSP085MM1-SIPAGABU,PSP085MT2,22,3500
PSP085,PSP085MM1-SIPAGABU,PSP085MT3,32,3500
PSP120,PSP120MM1-SIONDOL-JAE,PSP120MT1,12,3500
PSP120,PSP120MM1-SIONDOL-JAE,PSP120MT2,22,3500
PSP120,PSP120MM1-SIONDOL-JAE,PSP120MT3,32,3500
PSP330,PSP330MM1-DESA-SIJANTUNG-JULU,PSP330MT1,12,3500
PSP330,PSP330MM1-DESA-SIJANTUNG-JULU,PSP330MT2,22,3500
PSP330,PSP330MM1-DESA-SIJANTUNG-JULU,PSP330MT3,32,3500
PSP572,PSP572MM1-KOLAM-JAWA,PSP572MT1,12,3500
PSP572,PSP572MM1-KOLAM-JAWA,PSP572MT2,22,3500
PSP572,PSP572MM1-KOLAM-JAWA,PSP572MT3,32,3500
PSP631,PSP631MM1-BULU-SONIK,PSP631MT1,12,3500
PSP631,PSP631MM1-BULU-SONIK,PSP631MT2,22,3500
PSP631,PSP631MM1-BULU-SONIK,PSP631MT3,32,3500
PSP703,PSP703MM1-PEMBANGUNAN-MAKMUR,PSP703MT1,12,3500
PSP703,PSP703MM1-PEMBANGUNAN-MAKMUR,PSP703MT2,22,3500
PSP703,PSP703MM1-PEMBANGUNAN-MAKMUR,PSP703MT3,32,3500
PSP719,PSP719MM1-PT-SPP,PSP719MT1,12,3500
PSP719,PSP719MM1-PT-SPP,PSP719MT2,22,3500
PSP719,PSP719MM1-PT-SPP,PSP719MT3,32,3500
PSP725,PSP725MM1-SINABONGAN,PSP725MT1,12,3500
PSP725,PSP725MM1-SINABONGAN,PSP725MT2,22,3500
PSP725,PSP725MM1-SINABONGAN,PSP725MT3,32,3500
PSP796,PSP796MM1-REP-AEK-SULUM,PSP796MT1,12,3500
PSP796,PSP796MM1-REP-AEK-SULUM,PSP796MT2,22,3500
PSP796,PSP796MM1-REP-AEK-SULUM,PSP796MT3,32,3500
PSP951,PSP951MM1-SITUMBA,PSP951MT1,12,3500
PSP951,PSP951MM1-SITUMBA,PSP951MT2,22,3500
PSP951,PSP951MM1-SITUMBA,PSP951MT3,32,3500
PYB023,PYB023MM1-DESA-HUTA-NAULI,PYB023MT1,12,3500
PYB023,PYB023MM1-DESA-HUTA-NAULI,PYB023MT2,22,3500
PYB023,PYB023MM1-DESA-HUTA-NAULI,PYB023MT3,32,3500
PYB246,E-PYB246MM1-MUARA-BANGKO,PYB246MT1,12,3500
PYB246,E-PYB246MM1-MUARA-BANGKO,PYB246MT2,22,3500
PYB246,E-PYB246MM1-MUARA-BANGKO,PYB246MT3,32,3500
PYB371,PYB371MM1-DESA-BATU-SONDAT,PYB371MT1,12,3500
PYB371,PYB371MM1-DESA-BATU-SONDAT,PYB371MT2,22,3500
PYB371,PYB371MM1-DESA-BATU-SONDAT,PYB371MT3,32,3500
PYB394,PYB394MM1-MUARA-PARLAMPUNGAN,PYB394MT1,12,3500
PYB394,PYB394MM1-MUARA-PARLAMPUNGAN,PYB394MT2,22,3500
PYB394,PYB394MM1-MUARA-PARLAMPUNGAN,PYB394MT3,32,3500
PYB623,PYB623MM1-ULU-PUNGKUT,PYB623MT1,12,3500
PYB623,PYB623MM1-ULU-PUNGKUT,PYB623MT2,22,3500
PYB623,PYB623MM1-ULU-PUNGKUT,PYB623MT3,32,3500
PYB815,E-PYB815MM1-SINUNUKAN-V,PYB815MT1,12,3500
PYB815,E-PYB815MM1-SINUNUKAN-V,PYB815MT2,22,3500
PYB815,E-PYB815MM1-SINUNUKAN-V,PYB815MT3,32,3500
RAP048,RAP048MM1-DESA-TELUK-RAMPAH,RAP048MT1,12,3500
RAP048,RAP048MM1-DESA-TELUK-RAMPAH,RAP048MT2,22,3500
RAP048,RAP048MM1-DESA-TELUK-RAMPAH,RAP048MT3,32,3500
RAP052,RAP052MM1-DESA-JAWI-JAWI,RAP052MT1,12,3500
RAP052,RAP052MM1-DESA-JAWI-JAWI,RAP052MT2,22,3500
RAP052,RAP052MM1-DESA-JAWI-JAWI,RAP052MT3,32,3500
RAP276,RAP276MM1-SIBIRONG,RAP276MT1,12,3500
RAP276,RAP276MM1-SIBIRONG,RAP276MT2,22,3500
RAP276,RAP276MM1-SIBIRONG,RAP276MT3,32,3500
RAP279,E-RAP279MM1-ULU-MAHUAM-II,RAP279MT1,12,3500
RAP279,E-RAP279MM1-ULU-MAHUAM-II,RAP279MT2,22,3500
RAP279,E-RAP279MM1-ULU-MAHUAM-II,RAP279MT3,32,3500
SAL088,SAL088MM1-REP-PARBULUAN2,SAL088MT1,12,3500
SAL088,SAL088MM1-REP-PARBULUAN2,SAL088MT2,22,3500
SAL088,SAL088MM1-REP-PARBULUAN2,SAL088MT3,32,3500
SAL261,SAL261MM1-REP-LAEKAN,SAL261MT1,12,3500
SAL261,SAL261MM1-REP-LAEKAN,SAL261MT2,22,3500
SAL261,SAL261MM1-REP-LAEKAN,SAL261MT3,32,3500
SAL609,SAL609MM1-NANJOMBAL,SAL609MT1,12,3500
SAL609,SAL609MM1-NANJOMBAL,SAL609MT2,22,3500
SAL609,SAL609MM1-NANJOMBAL,SAL609MT3,32,3500
SAL711,E-SAL711MM1-SIBAGINDAR,SAL711MT1,12,3500
SAL711,E-SAL711MM1-SIBAGINDAR,SAL711MT2,22,3500
SAL711,E-SAL711MM1-SIBAGINDAR,SAL711MT3,32,3500
SBG009,SBG009MM1-REPEATER-BARUNG-BARUNG,SBG009MT1,12,3500
SBG009,SBG009MM1-REPEATER-BARUNG-BARUNG,SBG009MT2,22,3500
SBG009,SBG009MM1-REPEATER-BARUNG-BARUNG,SBG009MT3,32,3500
SDK033,E-SDK033MM1-PERRIKEMBUE,SDK033MT1,12,3500
SDK033,E-SDK033MM1-PERRIKEMBUE,SDK033MT2,22,3500
SDK033,E-SDK033MM1-PERRIKEMBUE,SDK033MT3,32,3500
SDK079,SDK079MM1-GURUTAON,SDK079MT1,12,3500
SDK079,SDK079MM1-GURUTAON,SDK079MT2,22,3500
SDK079,SDK079MM1-GURUTAON,SDK079MT3,32,3500
SDK134,SDK134MM1-JUMANTUANG,SDK134MT1,12,3500
SDK134,SDK134MM1-JUMANTUANG,SDK134MT2,22,3500
SDK134,SDK134MM1-JUMANTUANG,SDK134MT3,32,3500
SDK139,SDK139MM1-PARBULUAN,SDK139MT1,12,3500
SDK139,SDK139MM1-PARBULUAN,SDK139MT2,22,3500
SDK139,SDK139MM1-PARBULUAN,SDK139MT3,32,3500
SKL043,SKL043MM1-TELUK-NIBUNG,SKL043MT1,12,3500
SKL043,SKL043MM1-TELUK-NIBUNG,SKL043MT2,22,3500
SKL043,SKL043MM1-TELUK-NIBUNG,SKL043MT3,32,3500
SKL060,SKL060MM1-KOTABAHARU-2,SKL060MT1,12,3500
SKL060,SKL060MM1-KOTABAHARU-2,SKL060MT2,22,3500
SKL060,SKL060MM1-KOTABAHARU-2,SKL060MT3,32,3500
SKL083,SKL083MM1-TULAAN-2,SKL083MT1,12,3500
SKL083,SKL083MM1-TULAAN-2,SKL083MT2,22,3500
SKL083,SKL083MM1-TULAAN-2,SKL083MT3,32,3500
SKL091,SKL091MM1-TELUK-RUMBIA,SKL091MT1,12,3500
SKL091,SKL091MM1-TELUK-RUMBIA,SKL091MT2,22,3500
SKL091,SKL091MM1-TELUK-RUMBIA,SKL091MT3,32,3500
SNB032,SNB032MM1-PANTON-LAWE,SNB032MT1,12,3500
SNB032,SNB032MM1-PANTON-LAWE,SNB032MT2,22,3500
SNB032,SNB032MM1-PANTON-LAWE,SNB032MT3,32,3500
SNB033,SNB033MM1-MEUNAFA,SNB033MT1,12,3500
SNB033,SNB033MM1-MEUNAFA,SNB033MT2,22,3500
SNB033,SNB033MM1-MEUNAFA,SNB033MT3,32,3500
SNB034,SNB034MM1-DIHIT,SNB034MT1,12,3500
SNB034,SNB034MM1-DIHIT,SNB034MT2,22,3500
SNB034,SNB034MM1-DIHIT,SNB034MT3,32,3500
SNB061,SNB061MM1-REP-PADANG-UNOI,SNB061MT1,12,3500
SNB061,SNB061MM1-REP-PADANG-UNOI,SNB061MT2,22,3500
SNB061,SNB061MM1-REP-PADANG-UNOI,SNB061MT3,32,3500
SNB062,SNB062MM1-BABUSSALAM,SNB062MT1,12,3500
SNB062,SNB062MM1-BABUSSALAM,SNB062MT2,22,3500
SNB062,SNB062MM1-BABUSSALAM,SNB062MT3,32,3500
SNB086,SNB086MM1-BUNON,SNB086MT1,12,3500
SNB086,SNB086MM1-BUNON,SNB086MT2,22,3500
SNB086,SNB086MM1-BUNON,SNB086MT3,32,3500
SNB260,SNB260MM1-AIR-PINANG,SNB260MT1,12,3500
SNB260,SNB260MM1-AIR-PINANG,SNB260MT2,22,3500
SNB260,SNB260MM1-AIR-PINANG,SNB260MT3,32,3500
SNB266,SNB266MM1-SIGULAI,SNB266MT1,12,3500
SNB266,SNB266MM1-SIGULAI,SNB266MT2,22,3500
SNB266,SNB266MM1-SIGULAI,SNB266MT3,32,3500
SNB590,SNB590MM1-REPEATER-LAYA-BAUNG,SNB590MT1,12,3500
SNB590,SNB590MM1-REPEATER-LAYA-BAUNG,SNB590MT2,22,3500
SNB590,SNB590MM1-REPEATER-LAYA-BAUNG,SNB590MT3,32,3500
SNB592,E_SNB592MM1_REPEATER-LAAYON-HUB_TEL,SNB592MT1,12,3500
SNB592,E_SNB592MM1_REPEATER-LAAYON-HUB_TEL,SNB592MT2,22,3500
SNB592,E_SNB592MM1_REPEATER-LAAYON-HUB_TEL,SNB592MT3,32,3500
SNB593,E-SNB593MM1-REPEATER-SAMBAY-HUB-TEL,SNB593MT1,12,3500
SNB593,E-SNB593MM1-REPEATER-SAMBAY-HUB-TEL,SNB593MT2,22,3500
SNB593,E-SNB593MM1-REPEATER-SAMBAY-HUB-TEL,SNB593MT3,32,3500
TKN039,TKN039MM1-PANTAN-TENGAH-JAYA,TKN039MT1,12,3500
TKN039,TKN039MM1-PANTAN-TENGAH-JAYA,TKN039MT2,22,3500
TKN039,TKN039MM1-PANTAN-TENGAH-JAYA,TKN039MT3,32,3500
TKN294,TKN294MM1-BRAWANG-DEWAL-2,TKN294MT1,12,3500
TKN294,TKN294MM1-BRAWANG-DEWAL-2,TKN294MT2,22,3500
TKN294,TKN294MM1-BRAWANG-DEWAL-2,TKN294MT3,32,3500
TKN301,E-TKN301MM1-BRAWANG-DEWAL-4,TKN301MT1,12,3500
TKN301,E-TKN301MM1-BRAWANG-DEWAL-4,TKN301MT2,22,3500
TKN301,E-TKN301MM1-BRAWANG-DEWAL-4,TKN301MT3,32,3500
TKN484,TKN484MM1-BLANG-RAKAL-2,TKN484MT1,12,3500
TKN484,TKN484MM1-BLANG-RAKAL-2,TKN484MT2,22,3500
TKN484,TKN484MM1-BLANG-RAKAL-2,TKN484MT3,32,3500
TKN742,TKN742MM1-PAMEU,TKN742MT1,12,3500
TKN742,TKN742MM1-PAMEU,TKN742MT2,22,3500
TKN742,TKN742MM1-PAMEU,TKN742MT3,32,3500
TKN750,TKN750MM1-REP-BLANG-PANU,TKN750MT1,12,3500
TKN750,TKN750MM1-REP-BLANG-PANU,TKN750MT2,22,3500
TKN750,TKN750MM1-REP-BLANG-PANU,TKN750MT3,32,3500
TKN751,TKN751MM1-REP-PAMEU,TKN751MT1,12,3500
TKN751,TKN751MM1-REP-PAMEU,TKN751MT2,22,3500
TKN751,TKN751MM1-REP-PAMEU,TKN751MT3,32,3500
TRT101,TRT101MM1-SIBORU-TOROP,TRT101MT1,12,3500
TRT101,TRT101MM1-SIBORU-TOROP,TRT101MT2,22,3500
TRT101,TRT101MM1-SIBORU-TOROP,TRT101MT3,32,3500
TRT103,TRT103MM1-GAROGA-JULU,TRT103MT1,12,3500
TRT103,TRT103MM1-GAROGA-JULU,TRT103MT2,22,3500
TRT103,TRT103MM1-GAROGA-JULU,TRT103MT3,32,3500
TRT393,TRT393MM1-SIBARAGAS,TRT393MT1,12,3500
TRT393,TRT393MM1-SIBARAGAS,TRT393MT2,22,3500
TRT393,TRT393MM1-SIBARAGAS,TRT393MT3,32,3500
TRT717,TRT717MM1-PEALANGGE-2,TRT717MT1,12,3500
TRT717,TRT717MM1-PEALANGGE-2,TRT717MT2,22,3500
TRT717,TRT717MM1-PEALANGGE-2,TRT717MT3,32,3500
TRT886,TRT886MM1-LUMBAN-INA-INA,TRT886MT1,12,3500
TRT886,TRT886MM1-LUMBAN-INA-INA,TRT886MT2,22,3500
TRT886,TRT886MM1-LUMBAN-INA-INA,TRT886MT3,32,3500
TRT887,TRT887MM1-PURBATUA-2,TRT887MT1,12,3500
TRT887,TRT887MM1-PURBATUA-2,TRT887MT2,22,3500
TRT887,TRT887MM1-PURBATUA-2,TRT887MT3,32,3500
TRT953,TRT953MM1-POHAN-JAE,TRT953MT1,12,3500
TRT953,TRT953MM1-POHAN-JAE,TRT953MT2,22,3500
TRT953,TRT953MM1-POHAN-JAE,TRT953MT3,32,3500
TTN124,TTN124MM1-PANTON-LUAS,TTN124MT1,12,3500
TTN124,TTN124MM1-PANTON-LUAS,TTN124MT2,22,3500
TTN124,TTN124MM1-PANTON-LUAS,TTN124MT3,32,3500
TTN266,TTN266MM1-TEUPIN-GAJAH,TTN266MT1,12,3500
TTN266,TTN266MM1-TEUPIN-GAJAH,TTN266MT2,22,3500
TTN266,TTN266MM1-TEUPIN-GAJAH,TTN266MT3,32,3500
TTN315,TTN315MM1-UJUNG-MANGKI,TTN315MT1,12,3500
TTN315,TTN315MM1-UJUNG-MANGKI,TTN315MT2,22,3500
TTN315,TTN315MM1-UJUNG-MANGKI,TTN315MT3,32,3500
TUK203,E-TUK203MM1-MAZINO,TUK203MT1,12,3500
TUK203,E-TUK203MM1-MAZINO,TUK203MT2,22,3500
TUK203,E-TUK203MM1-MAZINO,TUK203MT3,32,3500
TUK901,E-TUK901MM1-REP-BAWOZIHONO,TUK901MT1,12,3500
TUK901,E-TUK901MM1-REP-BAWOZIHONO,TUK901MT2,22,3500
TUK901,E-TUK901MM1-REP-BAWOZIHONO,TUK901MT3,32,3500
TUK938,TUK938MM1-BAWOMATALUO,TUK938MT1,12,3500
TUK938,TUK938MM1-BAWOMATALUO,TUK938MT2,22,3500
TUK938,TUK938MM1-BAWOMATALUO,TUK938MT3,32,3500
PSP089,PSP089MM1-GUNUNG-TUA-JULU,PSP089MT1,12,3500
PSP089,PSP089MM1-GUNUNG-TUA-JULU,PSP089MT2,22,3500
PSP089,PSP089MM1-GUNUNG-TUA-JULU,PSP089MT3,32,3500
PYB034,PYB034MM1_SINUNUKAN_2,PYB034MT1,12,3500
PYB034,PYB034MM1_SINUNUKAN_2,PYB034MT2,22,3500
PYB034,PYB034MM1_SINUNUKAN_2,PYB034MT3,32,3500
MAK068,MAK068MM1-SEUNAGAN-TIMUR,MAK068MT1,12,3500
MAK068,MAK068MM1-SEUNAGAN-TIMUR,MAK068MT2,22,3500
MAK068,MAK068MM1-SEUNAGAN-TIMUR,MAK068MT3,32,3500
PSP066,PSP066MM1-TANGGA-BOSI,PSP066MT1,12,3500
PSP066,PSP066MM1-TANGGA-BOSI,PSP066MT2,22,3500
PSP066,PSP066MM1-TANGGA-BOSI,PSP066MT3,32,3500
NAD211,NAD211MM1-MC-LAKSANA2,NAD211HL1,11,1850
NAD211,NAD211MM1-MC-LAKSANA2,NAD211HL2,21,1850
NAD211,NAD211MM1-MC-LAKSANA2,NAD211HL3,31,1850
SGI134,SGI134MM1-JEURONG-MANYANG,SGI134MT1,12,3500
SGI134,SGI134MM1-JEURONG-MANYANG,SGI134MT2,22,3500
SGI134,SGI134MM1-JEURONG-MANYANG,SGI134MT3,32,3500
KPD062,KPD062MM1-PINANGSORI,KPD062MT1,12,3500
